Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population
2015,New Zealand,Syrian Arab Rep.,52,3,0,0,0,0,0,55
2015,Oman,Syrian Arab Rep.,7,5,0,0,0,0,0,12
2015,Pakistan,Syrian Arab Rep.,16,9,0,0,0,0,0,25
2015,Peru,Syrian Arab Rep.,29,2,0,0,0,0,0,31
2015,Philippines,Syrian Arab Rep.,36,40,0,0,0,0,0,76
2015,Papua New Guinea,Syrian Arab Rep.,1,1,0,0,0,0,0,2
2015,Poland,Syrian Arab Rep.,445,36,0,0,0,0,0,481
2015,Portugal,Syrian Arab Rep.,17,28,0,0,0,0,0,45
2015,Paraguay,Syrian Arab Rep.,30,27,0,0,0,0,0,57
2015,Qatar,Syrian Arab Rep.,14,0,0,0,0,0,0,14
2015,Romania,Syrian Arab Rep.,1591,96,0,0,0,0,0,1687
2015,Russian Federation,Syrian Arab Rep.,1304,393,0,0,0,0,0,1697
2015,Saudi Arabia,Syrian Arab Rep.,9,0,0,0,0,0,0,9
2015,Sudan,Syrian Arab Rep.,2692,527,0,0,0,0,0,3219
2015,Senegal,Syrian Arab Rep.,0,21,0,0,0,0,0,21
2015,El Salvador,Syrian Arab Rep.,5,0,0,0,0,0,0,5
2015,Somalia,Syrian Arab Rep.,24,101,0,0,0,0,0,125
2015,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,11,0,0,0,0,0,0,11
2015,South Sudan,Syrian Arab Rep.,2,0,0,0,0,0,0,2
2015,Slovakia,Syrian Arab Rep.,47,0,0,0,0,0,0,47
2015,Slovenia,Syrian Arab Rep.,30,9,0,0,0,0,0,39
2015,Sweden,Syrian Arab Rep.,52707,49286,0,0,0,0,0,101993
2015,Sint Maarten (Dutch part),Syrian Arab Rep.,0,3,0,0,0,0,0,3
2015,Syrian Arab Rep.,Syrian Arab Rep.,0,0,0,6563462,0,0,0,6563462
2015,Chad,Syrian Arab Rep.,6,22,0,0,0,0,0,28
2015,Togo,Syrian Arab Rep.,4,6,0,0,0,0,0,10
2015,Thailand,Syrian Arab Rep.,95,245,0,0,0,0,0,340
2015,Trinidad and Tobago,Syrian Arab Rep.,22,25,0,0,0,0,0,47
2015,Tunisia,Syrian Arab Rep.,499,0,0,0,0,0,0,499
2015,Turkey,Syrian Arab Rep.,2503549,297,0,0,0,0,0,2503846
2015,Uganda,Syrian Arab Rep.,6,11,0,0,0,0,0,17
2015,Ukraine,Syrian Arab Rep.,399,566,0,0,0,0,0,965
2015,Uruguay,Syrian Arab Rep.,58,9,0,0,0,0,0,67
2015,United States of America,Syrian Arab Rep.,5651,3118,0,0,0,0,0,8769
2015,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,0,2,0,0,0,0,0,2
2015,Yemen,Syrian Arab Rep.,3011,615,0,0,0,0,0,3626
2015,South Africa,Syrian Arab Rep.,31,57,0,0,0,0,0,88
2015,Zambia,Syrian Arab Rep.,6,8,0,0,0,0,0,14
2015,Zimbabwe,Syrian Arab Rep.,0,0,0,0,0,0,5,5
2016,Anguilla,Syrian Arab Rep.,1,0,0,0,0,0,0,1
2016,Albania,Syrian Arab Rep.,3,0,0,0,0,0,0,3
2016,United Arab Emirates,Syrian Arab Rep.,119,165,0,0,0,0,0,284
2016,Argentina,Syrian Arab Rep.,357,53,0,0,0,0,181,591
2016,Armenia,Syrian Arab Rep.,14626,20,0,0,0,0,0,14646
2016,Antigua and Barbuda,Syrian Arab Rep.,4,0,0,0,0,0,0,4
2016,Australia,Syrian Arab Rep.,378,136,0,0,0,0,0,514
2016,Austria,Syrian Arab Rep.,30958,9812,0,0,0,0,0,40770
2016,Azerbaijan,Syrian Arab Rep.,15,8,1,0,0,0,0,24
2016,Belgium,Syrian Arab Rep.,9080,1798,0,0,0,0,0,10878
2016,Benin,Syrian Arab Rep.,0,3,0,0,0,0,0,3
2016,Bulgaria,Syrian Arab Rep.,15027,1961,0,0,0,0,0,16988
2016,Bosnia and Herzegovina,Syrian Arab Rep.,15,12,0,0,0,0,0,27
2016,Belarus,Syrian Arab Rep.,77,9,0,0,0,0,0,86
2016,Bolivia (Plurinational State of),Syrian Arab Rep.,13,0,0,0,0,0,0,13
2016,Brazil,Syrian Arab Rep.,2591,1209,0,0,0,0,0,3800
2016,Canada,Syrian Arab Rep.,2757,380,0,0,0,0,0,3137
2016,Switzerland,Syrian Arab Rep.,11159,3858,0,0,0,0,0,15017
2016,Chile,Syrian Arab Rep.,18,15,0,0,0,0,0,33
2016,China,Syrian Arab Rep.,20,35,0,0,0,0,0,55
2016,Côte d'Ivoire,Syrian Arab Rep.,4,14,0,0,0,0,0,18
2016,Cameroon,Syrian Arab Rep.,23,1,0,0,0,0,0,24
2016,Dem. Rep. of the Congo,Syrian Arab Rep.,11,22,0,0,0,0,0,33
2016,Congo,Syrian Arab Rep.,4,5,0,0,0,0,0,9
2016,Colombia,Syrian Arab Rep.,8,4,0,0,0,0,0,12
2016,Costa Rica,Syrian Arab Rep.,8,6,0,0,0,0,0,14
2016,Cuba,Syrian Arab Rep.,39,3,0,0,0,0,0,42
2016,Curaçao,Syrian Arab Rep.,2,0,0,0,0,0,0,2
2016,Cayman Islands,Syrian Arab Rep.,1,0,0,0,0,0,0,1
2016,Cyprus,Syrian Arab Rep.,4263,824,0,0,0,0,6000,11087
2016,Czech Rep.,Syrian Arab Rep.,365,17,0,0,0,0,0,382
2016,Germany,Syrian Arab Rep.,375122,100527,0,0,0,0,0,475649
2016,Djibouti,Syrian Arab Rep.,13,1,0,0,0,0,0,14
2016,Denmark,Syrian Arab Rep.,18215,409,0,0,0,0,0,18624
2016,Dominican Rep.,Syrian Arab Rep.,1,5,0,0,0,0,0,6
2016,Algeria,Syrian Arab Rep.,0,5329,0,0,0,0,0,5329
2016,Egypt,Syrian Arab Rep.,116013,0,0,0,0,0,0,116013
2016,Spain,Syrian Arab Rep.,8205,1600,0,0,0,0,0,9805
2016,Estonia,Syrian Arab Rep.,76,0,0,0,0,0,0,76
2016,Ethiopia,Syrian Arab Rep.,9,48,0,0,0,0,0,57
2016,Finland,Syrian Arab Rep.,1677,131,0,0,0,0,0,1808
2016,France,Syrian Arab Rep.,8991,2149,0,0,0,0,0,11140
2016,Gabon,Syrian Arab Rep.,2,1,0,0,0,0,0,3
2016,United Kingdom,Syrian Arab Rep.,8269,1010,0,0,0,0,0,9279
2016,Georgia,Syrian Arab Rep.,425,12,0,0,0,0,0,437
2016,Ghana,Syrian Arab Rep.,8,122,0,0,0,0,0,130
2016,Guinea-Bissau,Syrian Arab Rep.,0,3,0,0,0,0,0,3
2016,Greece,Syrian Arab Rep.,14420,13997,0,0,0,0,0,28417
2016,Grenada,Syrian Arab Rep.,1,0,0,0,0,0,0,1
2016,Croatia,Syrian Arab Rep.,60,132,0,0,0,0,0,192
2016,Hungary,Syrian Arab Rep.,584,864,0,0,0,0,0,1448
2016,Indonesia,Syrian Arab Rep.,30,38,0,0,0,0,0,68
2016,India,Syrian Arab Rep.,65,35,0,0,0,0,0,100
2016,Ireland,Syrian Arab Rep.,243,136,0,0,0,0,0,379
2016,Iraq,Syrian Arab Rep.,230836,0,0,0,0,0,99,230935
2016,Iceland,Syrian Arab Rep.,37,2,0,0,0,0,0,39
2016,Israel,Syrian Arab Rep.,1,0,0,0,0,0,0,1
2016,Italy,Syrian Arab Rep.,2613,548,0,0,0,0,0,3161
2016,Jamaica,Syrian Arab Rep.,4,0,0,0,0,0,0,4
2016,Jordan,Syrian Arab Rep.,648836,0,0,0,0,0,0,648836
2016,Japan,Syrian Arab Rep.,61,0,0,0,0,0,0,61
2016,Kazakhstan,Syrian Arab Rep.,19,22,0,0,0,0,0,41
2016,Kenya,Syrian Arab Rep.,1,7,0,0,0,0,0,8
2016,Kyrgyzstan,Syrian Arab Rep.,66,6,0,0,0,0,0,72
2016,Cambodia,Syrian Arab Rep.,1,1,0,0,0,0,0,2
2016,Rep. of Korea,Syrian Arab Rep.,876,244,0,0,0,0,0,1120
2016,Kuwait,Syrian Arab Rep.,50,24,0,0,0,0,0,74
2016,Lebanon,Syrian Arab Rep.,1005503,10,0,0,0,0,2236,1007749
2016,Liberia,Syrian Arab Rep.,6,4,0,0,0,0,0,10
2016,Libya,Syrian Arab Rep.,142,19366,0,0,0,0,0,19508
2016,Saint Lucia,Syrian Arab Rep.,1,1,0,0,0,0,0,2
2016,Liechtenstein,Syrian Arab Rep.,23,0,0,0,0,0,0,23
2016,Sri Lanka,Syrian Arab Rep.,8,6,0,0,0,0,0,14
2016,Lithuania,Syrian Arab Rep.,23,5,0,0,0,0,0,28
2016,Luxembourg,Syrian Arab Rep.,686,334,0,0,0,0,0,1020
2016,Latvia,Syrian Arab Rep.,143,78,0,0,0,0,0,221
2016,"China, Macao SAR",Syrian Arab Rep.,0,1,0,0,0,0,0,1
2016,Morocco,Syrian Arab Rep.,3242,0,0,0,0,0,0,3242
2016,Rep. of Moldova,Syrian Arab Rep.,218,10,0,0,0,0,0,228
2016,Mexico,Syrian Arab Rep.,23,0,0,0,0,0,0,23
2016,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,13,5,0,0,0,0,0,18
2016,Mali,Syrian Arab Rep.,11,5,0,0,0,0,0,16
2016,Malta,Syrian Arab Rep.,1668,121,0,0,0,0,0,1789
2016,Montenegro,Syrian Arab Rep.,10,1,0,0,0,0,0,11
2016,Mauritania,Syrian Arab Rep.,417,120,0,0,0,0,0,537
2016,Mauritius,Syrian Arab Rep.,0,4,0,0,0,0,0,4
2016,Malaysia,Syrian Arab Rep.,458,988,0,0,0,0,0,1446
2016,Niger,Syrian Arab Rep.,7,0,0,0,0,0,0,7
2016,Nigeria,Syrian Arab Rep.,88,47,0,0,0,0,0,135
2016,Netherlands,Syrian Arab Rep.,28394,987,0,0,0,0,0,29381
2016,Norway,Syrian Arab Rep.,11537,1085,0,0,0,0,0,12622
2016,Nauru,Syrian Arab Rep.,2,4,0,0,0,0,0,6
2016,New Zealand,Syrian Arab Rep.,61,4,0,0,0,0,0,65
2016,Oman,Syrian Arab Rep.,7,6,0,0,0,0,0,13
2016,Pakistan,Syrian Arab Rep.,13,7,0,0,0,0,0,20
2016,Peru,Syrian Arab Rep.,32,7,0,0,0,0,0,39
2016,Philippines,Syrian Arab Rep.,51,40,0,0,0,0,0,91
2016,Palau,Syrian Arab Rep.,0,3,0,0,0,0,0,3
2016,Papua New Guinea,Syrian Arab Rep.,1,1,0,0,0,0,0,2
2016,Poland,Syrian Arab Rep.,483,18,0,0,0,0,0,501
2016,Portugal,Syrian Arab Rep.,82,300,0,0,0,0,0,382
2016,Paraguay,Syrian Arab Rep.,51,21,0,0,0,0,0,72
2016,Qatar,Syrian Arab Rep.,32,3,0,0,0,0,0,35
2016,Romania,Syrian Arab Rep.,1775,21,0,0,0,0,0,1796
2016,Russian Federation,Syrian Arab Rep.,1319,383,0,0,0,0,0,1702
2016,Saudi Arabia,Syrian Arab Rep.,19,10,0,0,0,0,0,29
2016,Sudan,Syrian Arab Rep.,6997,501,0,0,0,0,0,7498
2016,Senegal,Syrian Arab Rep.,0,21,0,0,0,0,0,21
2016,El Salvador,Syrian Arab Rep.,5,0,0,0,0,0,0,5
2016,Somalia,Syrian Arab Rep.,145,1,0,0,0,0,0,146
2016,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,747,0,0,0,0,0,0,747
2016,South Sudan,Syrian Arab Rep.,3,1,0,0,0,0,0,4
2016,Slovakia,Syrian Arab Rep.,54,0,0,0,0,0,0,54
2016,Slovenia,Syrian Arab Rep.,118,41,0,0,0,0,0,159
2016,Sweden,Syrian Arab Rep.,96914,7085,0,0,0,0,0,103999
2016,Syrian Arab Rep.,Syrian Arab Rep.,0,0,0,6325978,600000,0,0,6925978
2016,Chad,Syrian Arab Rep.,17,9,0,0,0,0,0,26
2016,Togo,Syrian Arab Rep.,4,8,0,0,0,0,0,12
2016,Thailand,Syrian Arab Rep.,268,43,0,0,0,0,0,311
2016,Trinidad and Tobago,Syrian Arab Rep.,31,35,0,0,0,0,0,66
2016,Tunisia,Syrian Arab Rep.,504,0,0,0,0,0,0,504
2016,Turkey,Syrian Arab Rep.,2823987,180,0,0,0,0,0,2824167
2016,Uganda,Syrian Arab Rep.,7,12,0,0,0,0,0,19
2016,Ukraine,Syrian Arab Rep.,446,560,0,0,0,0,0,1006
2016,Uruguay,Syrian Arab Rep.,60,3,0,0,0,0,0,63
2016,United States of America,Syrian Arab Rep.,6444,3364,0,0,0,0,0,9808
2016,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,3,18,0,0,0,0,0,21
2016,Yemen,Syrian Arab Rep.,3249,502,0,0,0,0,0,3751
2016,South Africa,Syrian Arab Rep.,44,49,0,0,0,0,0,93
2016,Zambia,Syrian Arab Rep.,5,6,0,0,0,0,0,11
2016,Zimbabwe,Syrian Arab Rep.,0,0,0,0,0,0,2,2
2017,Anguilla,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Albania,Syrian Arab Rep.,*,22,0,0,0,0,0,25
2017,United Arab Emirates,Syrian Arab Rep.,128,1185,0,0,0,0,0,1313
2017,Argentina,Syrian Arab Rep.,370,84,0,0,0,0,348,802
2017,Armenia,Syrian Arab Rep.,14680,12,0,0,0,0,0,14692
2017,Antigua and Barbuda,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Australia,Syrian Arab Rep.,477,130,0,0,0,0,0,607
2017,Austria,Syrian Arab Rep.,43888,3937,0,0,0,0,0,47825
2017,Azerbaijan,Syrian Arab Rep.,15,*,0,0,0,0,0,17
2017,Belgium,Syrian Arab Rep.,9080,1665,0,0,0,0,0,10745
2017,Benin,Syrian Arab Rep.,7,*,0,0,0,0,0,10
2017,Burkina Faso,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Bangladesh,Syrian Arab Rep.,0,*,0,0,0,0,0,*
2017,Bulgaria,Syrian Arab Rep.,16549,407,0,0,0,0,0,16956
2017,Bosnia and Herzegovina,Syrian Arab Rep.,15,13,0,0,0,0,0,28
2017,Belarus,Syrian Arab Rep.,87,0,0,0,0,0,0,87
2017,Bolivia (Plurinational State of),Syrian Arab Rep.,13,0,0,0,0,0,0,13
2017,Brazil,Syrian Arab Rep.,2905,4522,0,0,0,0,0,7427
2017,Canada,Syrian Arab Rep.,3095,806,0,0,0,0,0,3901
2017,Switzerland,Syrian Arab Rep.,13639,3192,0,0,0,0,0,16831
2017,Chile,Syrian Arab Rep.,85,42,0,0,0,0,0,127
2017,China,Syrian Arab Rep.,42,32,0,0,0,0,0,74
2017,Côte d'Ivoire,Syrian Arab Rep.,12,9,0,0,0,0,0,21
2017,Cameroon,Syrian Arab Rep.,15,9,0,0,0,0,0,24
2017,Dem. Rep. of the Congo,Syrian Arab Rep.,8,20,0,0,0,0,0,28
2017,Congo,Syrian Arab Rep.,9,12,0,0,0,0,*,22
2017,Colombia,Syrian Arab Rep.,8,*,0,0,0,0,0,12
2017,Costa Rica,Syrian Arab Rep.,9,9,0,0,0,0,0,18
2017,Cuba,Syrian Arab Rep.,43,0,0,0,0,0,0,43
2017,Curaçao,Syrian Arab Rep.,*,*,0,0,0,0,0,*
2017,Cayman Islands,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Cyprus,Syrian Arab Rep.,5274,1585,0,0,0,0,6000,12859
2017,Czech Rep.,Syrian Arab Rep.,365,38,0,0,0,0,0,403
2017,Germany,Syrian Arab Rep.,496674,70833,0,0,0,0,0,567507
2017,Djibouti,Syrian Arab Rep.,9,*,0,0,0,0,0,10
2017,Denmark,Syrian Arab Rep.,19221,285,0,0,0,0,0,19506
2017,Dominican Rep.,Syrian Arab Rep.,*,6,0,0,0,0,0,7
2017,Algeria,Syrian Arab Rep.,8,5821,0,0,0,0,0,5829
2017,Ecuador,Syrian Arab Rep.,39,115,0,0,0,0,0,154
2017,Egypt,Syrian Arab Rep.,126688,0,0,0,0,0,0,126688
2017,Spain,Syrian Arab Rep.,11752,2255,0,0,0,0,0,14007
2017,Estonia,Syrian Arab Rep.,151,*,0,0,0,0,0,152
2017,Ethiopia,Syrian Arab Rep.,9,67,0,0,0,0,0,76
2017,Finland,Syrian Arab Rep.,2370,133,0,0,0,0,0,2503
2017,France,Syrian Arab Rep.,12520,2394,0,0,0,0,0,14914
2017,Gabon,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,United Kingdom,Syrian Arab Rep.,9100,574,0,0,0,0,0,9674
2017,Georgia,Syrian Arab Rep.,445,9,0,0,0,0,0,454
2017,Ghana,Syrian Arab Rep.,39,150,0,0,0,0,0,189
2017,Guinea,Syrian Arab Rep.,*,*,0,0,0,0,0,*
2017,Greece,Syrian Arab Rep.,13714,9605,0,0,0,0,0,23319
2017,Grenada,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Guatemala,Syrian Arab Rep.,0,*,0,0,0,0,0,*
2017,Croatia,Syrian Arab Rep.,194,77,0,0,0,0,0,271
2017,Hungary,Syrian Arab Rep.,925,108,0,0,0,0,0,1033
2017,Indonesia,Syrian Arab Rep.,35,27,0,0,0,0,0,62
2017,India,Syrian Arab Rep.,87,17,0,0,0,0,0,104
2017,Ireland,Syrian Arab Rep.,718,138,0,0,0,0,0,856
2017,Iraq,Syrian Arab Rep.,247057,0,0,0,0,0,0,247057
2017,Iceland,Syrian Arab Rep.,58,5,0,0,0,0,0,63
2017,Israel,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Italy,Syrian Arab Rep.,3618,1696,0,0,0,0,0,5314
2017,Jamaica,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Jordan,Syrian Arab Rep.,653031,0,0,0,0,0,0,653031
2017,Japan,Syrian Arab Rep.,66,0,0,0,0,0,0,66
2017,Kazakhstan,Syrian Arab Rep.,17,23,0,0,0,0,0,40
2017,Kenya,Syrian Arab Rep.,*,7,0,0,0,0,0,9
2017,Kyrgyzstan,Syrian Arab Rep.,69,12,0,0,0,0,0,81
2017,Cambodia,Syrian Arab Rep.,*,*,0,0,0,0,0,*
2017,Rep. of Korea,Syrian Arab Rep.,1122,68,0,0,0,0,0,1190
2017,Kuwait,Syrian Arab Rep.,44,31,0,0,0,0,0,75
2017,Lebanon,Syrian Arab Rep.,992127,8,0,0,0,0,2248,994383
2017,Liberia,Syrian Arab Rep.,7,6,0,0,0,0,0,13
2017,Libya,Syrian Arab Rep.,257,21890,0,0,0,0,0,22147
2017,Saint Lucia,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Liechtenstein,Syrian Arab Rep.,32,*,0,0,0,0,0,33
2017,Sri Lanka,Syrian Arab Rep.,14,0,0,0,0,0,0,14
2017,Lithuania,Syrian Arab Rep.,362,52,0,0,0,0,0,414
2017,Luxembourg,Syrian Arab Rep.,686,225,0,0,0,0,0,911
2017,Latvia,Syrian Arab Rep.,393,0,0,0,0,0,0,393
2017,"China, Macao SAR",Syrian Arab Rep.,0,*,0,0,0,0,0,*
2017,Morocco,Syrian Arab Rep.,2953,0,0,0,0,0,0,2953
2017,Rep. of Moldova,Syrian Arab Rep.,204,16,0,0,0,0,0,220
2017,Madagascar,Syrian Arab Rep.,0,*,0,0,0,0,0,*
2017,Mexico,Syrian Arab Rep.,23,0,0,0,0,0,0,23
2017,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,15,*,0,0,0,0,0,18
2017,Mali,Syrian Arab Rep.,9,0,0,0,0,0,0,9
2017,Malta,Syrian Arab Rep.,1289,251,0,0,0,0,0,1540
2017,Montenegro,Syrian Arab Rep.,*,47,0,0,0,0,0,49
2017,Mauritania,Syrian Arab Rep.,464,112,0,0,0,0,0,576
2017,Mauritius,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Malaysia,Syrian Arab Rep.,372,1937,0,0,0,0,0,2309
2017,Niger,Syrian Arab Rep.,7,0,0,0,0,0,0,7
2017,Nigeria,Syrian Arab Rep.,154,60,0,0,0,0,0,214
2017,Netherlands,Syrian Arab Rep.,30851,668,0,0,0,0,0,31519
2017,Norway,Syrian Arab Rep.,11498,17,0,0,0,0,0,11515
2017,New Zealand,Syrian Arab Rep.,65,*,0,0,0,0,0,69
2017,Oman,Syrian Arab Rep.,7,6,0,0,0,0,0,13
2017,Pakistan,Syrian Arab Rep.,29,0,0,0,0,0,0,29
2017,Panama,Syrian Arab Rep.,0,11,0,0,0,0,0,11
2017,Peru,Syrian Arab Rep.,38,*,0,0,0,0,0,41
2017,Philippines,Syrian Arab Rep.,74,40,0,0,0,0,0,114
2017,Papua New Guinea,Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Poland,Syrian Arab Rep.,512,18,0,0,0,0,0,530
2017,Portugal,Syrian Arab Rep.,307,0,0,0,0,0,0,307
2017,Paraguay,Syrian Arab Rep.,53,26,0,0,0,0,0,79
2017,Qatar,Syrian Arab Rep.,34,*,0,0,0,0,0,35
2017,Romania,Syrian Arab Rep.,2282,167,0,0,0,0,0,2449
2017,Russian Federation,Syrian Arab Rep.,1130,303,0,0,0,0,0,1433
2017,Saudi Arabia,Syrian Arab Rep.,14,34,0,0,0,0,0,48
2017,Sudan,Syrian Arab Rep.,11240,439,0,0,0,0,0,11679
2017,Senegal,Syrian Arab Rep.,0,21,0,0,0,0,0,21
2017,El Salvador,Syrian Arab Rep.,5,0,0,0,0,0,0,5
2017,Somalia,Syrian Arab Rep.,172,*,0,0,0,0,0,176
2017,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,73,0,0,0,0,0,0,73
2017,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,0,*,0,0,0,0,0,*
2017,South Sudan,Syrian Arab Rep.,*,*,0,0,0,0,0,*
2017,Slovakia,Syrian Arab Rep.,17,0,0,0,0,0,0,17
2017,Slovenia,Syrian Arab Rep.,215,9,0,0,0,0,0,224
2017,Sweden,Syrian Arab Rep.,103614,3531,0,0,0,0,0,107145
2017,Syrian Arab Rep.,Syrian Arab Rep.,0,0,77212,6150005,597152,0,0,6824369
2017,Chad,Syrian Arab Rep.,39,29,0,0,0,0,0,68
2017,Togo,Syrian Arab Rep.,0,9,0,0,0,0,0,9
2017,Thailand,Syrian Arab Rep.,327,9,0,0,0,0,0,336
2017,Trinidad and Tobago,Syrian Arab Rep.,53,32,0,0,0,0,0,85
2017,Tunisia,Syrian Arab Rep.,603,0,0,0,0,0,0,603
2017,Turkey,Syrian Arab Rep.,3424237,163,0,0,0,0,0,3424400
2017,Uganda,Syrian Arab Rep.,7,12,0,0,0,0,0,19
2017,Ukraine,Syrian Arab Rep.,483,520,0,0,0,0,0,1003
2017,Uruguay,Syrian Arab Rep.,61,*,0,0,0,0,0,62
2017,United States of America,Syrian Arab Rep.,7282,3358,0,0,0,0,0,10640
2017,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,*,0,0,0,0,0,0,*
2017,Yemen,Syrian Arab Rep.,3286,496,0,0,0,0,0,3782
2017,South Africa,Syrian Arab Rep.,45,0,0,0,0,0,0,45
2017,Zambia,Syrian Arab Rep.,0,*,0,0,0,0,0,*
2017,Zimbabwe,Syrian Arab Rep.,0,0,0,0,0,0,*,*
